sess_date,year,entry_ts,cutoff_ts,side,level,anchor,stop_pts,pnl_standard,exit_standard,pnl_be60,exit_be60
2020-12-29,2020,2020-12-29 09:30:00-0500,2020-12-29 15:00:00-0500,upper,12900.84426,9.5,14.25,14.25,TP,14.25,TP
2021-01-04,2021,2021-01-04 04:16:00-0500,2021-01-04 15:00:00-0500,upper,12953.999984,30.5,45.75,45.75,TP,45.75,TP
2021-01-06,2021,2021-01-06 03:21:00-0500,2021-01-06 15:00:00-0500,lower,12520.391662,100.75,151.125,151.125,TP,0.0,BE
2021-01-06,2021,2021-01-06 03:22:00-0500,2021-01-06 15:00:00-0500,lower,12504.653861,100.75,151.125,151.125,TP,0.0,BE
2021-01-07,2021,2021-01-07 10:04:00-0500,2021-01-07 15:00:00-0500,upper,12863.465892,130.5,195.75,-56.7841,cutoff,-0.0,BE
2021-01-08,2021,2021-01-07 20:31:00-0500,2021-01-08 15:00:00-0500,upper,12972.891275,24.75,37.125,-37.125,SL,-0.0,BE
2021-01-08,2021,2021-01-08 09:28:00-0500,2021-01-08 15:00:00-0500,upper,13020.927211,35.25,52.875,52.875,TP,52.875,TP
2021-01-15,2021,2021-01-15 10:07:00-0500,2021-01-15 15:00:00-0500,lower,12829.99266,60.25,90.375,-3.7427,cutoff,0.0,BE
2021-01-20,2021,2021-01-20 03:43:00-0500,2021-01-20 15:00:00-0500,upper,13081.986247,17.25,25.875,25.875,TP,25.875,TP
2021-01-20,2021,2021-01-20 03:44:00-0500,2021-01-20 15:00:00-0500,upper,13085.890264,17.25,25.875,25.875,TP,25.875,TP
2021-01-20,2021,2021-01-20 08:00:00-0500,2021-01-20 15:00:00-0500,upper,13108.910185,27.75,41.625,-41.625,SL,-0.0,BE
2021-01-20,2021,2021-01-20 09:12:00-0500,2021-01-20 15:00:00-0500,upper,13129.140118,19.0,28.5,-28.5,SL,-28.5,SL
2021-01-21,2021,2021-01-20 20:05:00-0500,2021-01-21 15:00:00-0500,upper,13373.571867,45.25,67.875,67.875,TP,-0.0,BE
2021-01-25,2021,2021-01-25 09:34:00-0500,2021-01-25 15:00:00-0500,upper,13530.829603,31.0,46.5,46.5,TP,46.5,TP
2021-01-25,2021,2021-01-25 09:34:00-0500,2021-01-25 15:00:00-0500,upper,13527.942483,31.0,46.5,46.5,TP,46.5,TP
2021-01-27,2021,2021-01-27 09:32:00-0500,2021-01-27 15:00:00-0500,lower,13281.872801,46.0,69.0,-69.0,SL,-69.0,SL
2021-02-02,2021,2021-02-01 20:23:00-0500,2021-02-02 15:00:00-0500,upper,13321.262122,31.25,46.875,-46.875,SL,-0.0,BE
2021-02-02,2021,2021-02-02 04:52:00-0500,2021-02-02 15:00:00-0500,upper,13378.420181,62.0,93.0,-93.0,SL,-0.0,BE
2021-02-05,2021,2021-02-05 00:32:00-0500,2021-02-05 15:00:00-0500,upper,13605.373124,19.25,28.875,28.875,TP,-0.0,BE
2021-02-08,2021,2021-02-07 20:23:00-0500,2021-02-08 15:00:00-0500,upper,13679.377199,39.0,58.5,58.5,TP,-0.0,BE
2021-02-08,2021,2021-02-08 10:08:00-0500,2021-02-08 15:00:00-0500,upper,13688.795702,41.25,61.875,61.875,TP,61.875,TP
2021-02-10,2021,2021-02-10 02:35:00-0500,2021-02-10 15:00:00-0500,upper,13758.108781,11.75,17.625,17.625,TP,17.625,TP
2021-02-10,2021,2021-02-10 02:35:00-0500,2021-02-10 15:00:00-0500,upper,13757.69666,11.75,17.625,17.625,TP,17.625,TP
2021-02-15,2021,2021-02-14 19:20:00-0500,2021-02-15 15:00:00-0500,upper,13852.902289,34.0,51.0,-19.0977,cutoff,-0.0,BE
2021-02-15,2021,2021-02-14 20:02:00-0500,2021-02-15 15:00:00-0500,upper,13863.442729,40.25,60.375,-8.5573,cutoff,-0.0,BE
2021-02-16,2021,2021-02-15 20:21:00-0500,2021-02-16 15:00:00-0500,upper,13888.657077,27.25,40.875,40.875,TP,-0.0,BE
2021-02-17,2021,2021-02-16 19:04:00-0500,2021-02-17 15:00:00-0500,lower,13714.378111,40.75,61.125,61.125,TP,0.0,BE
2021-02-17,2021,2021-02-17 08:52:00-0500,2021-02-17 15:00:00-0500,lower,13667.283785,25.25,37.875,-37.875,SL,-37.875,SL
2021-02-18,2021,2021-02-18 09:04:00-0500,2021-02-18 15:00:00-0500,lower,13538.967923,51.5,77.25,77.25,TP,0.0,BE
2021-02-18,2021,2021-02-18 10:07:00-0500,2021-02-18 15:00:00-0500,lower,13507.807271,61.0,91.5,91.5,TP,0.0,BE
2021-02-18,2021,2021-02-18 10:18:00-0500,2021-02-18 15:00:00-0500,lower,13498.135433,61.0,91.5,91.5,TP,0.0,BE
2021-02-18,2021,2021-02-18 10:23:00-0500,2021-02-18 15:00:00-0500,lower,13479.347711,61.0,91.5,91.5,TP,91.5,TP
2021-02-22,2021,2021-02-22 02:06:00-0500,2021-02-22 15:00:00-0500,lower,13493.982062,32.0,48.0,-48.0,SL,-48.0,SL
2021-02-23,2021,2021-02-23 04:03:00-0500,2021-02-23 15:00:00-0500,lower,13180.621146,105.25,157.875,-157.875,SL,0.0,BE
2021-02-23,2021,2021-02-23 04:13:00-0500,2021-02-23 15:00:00-0500,lower,13138.126876,105.25,157.875,-157.875,SL,0.0,BE
2021-02-23,2021,2021-02-23 09:50:00-0500,2021-02-23 15:00:00-0500,lower,12767.362878,61.0,91.5,91.5,TP,91.5,TP
2021-02-24,2021,2021-02-24 07:56:00-0500,2021-02-24 15:00:00-0500,upper,13294.905917,63.5,95.25,95.25,TP,95.25,TP
2021-03-03,2021,2021-03-03 08:34:00-0500,2021-03-03 15:00:00-0500,lower,13016.401124,51.0,76.5,-76.5,SL,0.0,BE
2021-03-03,2021,2021-03-03 10:13:00-0500,2021-03-03 15:00:00-0500,lower,12855.840825,159.25,200.0,-105.5908,cutoff,0.0,BE
2021-03-04,2021,2021-03-03 22:58:00-0500,2021-03-04 15:00:00-0500,lower,12543.721079,87.0,130.5,130.5,TP,130.5,TP
2021-03-05,2021,2021-03-04 20:14:00-0500,2021-03-05 15:00:00-0500,lower,12304.997183,79.0,118.5,118.5,TP,118.5,TP
2021-03-10,2021,2021-03-10 08:35:00-0500,2021-03-10 15:00:00-0500,upper,12884.422556,39.0,58.5,58.5,TP,58.5,TP
2021-03-10,2021,2021-03-10 09:05:00-0500,2021-03-10 15:00:00-0500,upper,12909.141971,172.0,200.0,87.142,cutoff,-0.0,BE
2021-03-10,2021,2021-03-10 09:07:00-0500,2021-03-10 15:00:00-0500,upper,12931.270088,172.0,200.0,200.0,TP,-0.0,BE
2021-03-11,2021,2021-03-11 04:19:00-0500,2021-03-11 15:00:00-0500,upper,12996.127817,77.0,115.5,-115.5,SL,-0.0,BE
2021-03-16,2021,2021-03-15 21:16:00-0400,2021-03-16 15:00:00-0400,upper,13090.352102,28.5,42.75,-42.75,SL,-0.0,BE
2021-03-16,2021,2021-03-16 02:55:00-0400,2021-03-16 15:00:00-0400,upper,13151.866626,20.75,31.125,31.125,TP,31.125,TP
2021-03-16,2021,2021-03-16 09:32:00-0400,2021-03-16 15:00:00-0400,upper,13171.475961,36.75,55.125,-55.125,SL,-55.125,SL
2021-03-17,2021,2021-03-17 09:39:00-0400,2021-03-17 15:00:00-0400,lower,12945.071958,43.25,64.875,64.875,TP,64.875,TP
2021-03-19,2021,2021-03-19 02:01:00-0400,2021-03-19 15:00:00-0400,lower,12739.774039,43.75,65.625,65.625,TP,65.625,TP
2021-03-19,2021,2021-03-19 02:01:00-0400,2021-03-19 15:00:00-0400,lower,12727.008374,43.75,65.625,65.625,TP,65.625,TP
2021-03-22,2021,2021-03-22 10:00:00-0400,2021-03-22 15:00:00-0400,upper,13022.717653,93.25,139.875,-120.5323,cutoff,-0.0,BE
2021-03-24,2021,2021-03-24 10:17:00-0400,2021-03-24 15:00:00-0400,lower,12917.899089,140.0,200.0,-58.6491,cutoff,0.0,BE
2021-03-25,2021,2021-03-25 07:53:00-0400,2021-03-25 15:00:00-0400,lower,12741.205909,24.0,36.0,-36.0,SL,0.0,BE
2021-03-25,2021,2021-03-25 10:55:00-0400,2021-03-25 15:00:00-0400,lower,12634.480863,114.5,171.75,156.5191,cutoff,156.5191,cutoff
2021-03-31,2021,2021-03-31 10:00:00-0400,2021-03-31 15:00:00-0400,upper,13057.544429,103.25,154.875,-68.4556,cutoff,-0.0,BE
2021-04-01,2021,2021-04-01 03:24:00-0400,2021-04-01 15:00:00-0400,upper,13181.858332,43.0,64.5,-64.5,SL,-0.0,BE
2021-04-01,2021,2021-04-01 04:07:00-0400,2021-04-01 15:00:00-0400,upper,13228.238631,62.5,93.75,-73.7614,cutoff,-0.0,BE
2021-04-01,2021,2021-04-01 09:36:00-0400,2021-04-01 15:00:00-0400,upper,13279.716633,25.75,38.625,-38.625,SL,-38.625,SL
2021-04-05,2021,2021-04-05 08:40:00-0400,2021-04-05 15:00:00-0400,upper,13414.803042,23.25,34.875,-34.875,SL,-0.0,BE
2021-04-05,2021,2021-04-05 09:33:00-0400,2021-04-05 15:00:00-0400,upper,13438.997988,65.75,98.625,-98.625,SL,-0.0,BE
2021-04-08,2021,2021-04-08 06:27:00-0400,2021-04-08 15:00:00-0400,upper,13739.329263,31.25,46.875,46.875,TP,-0.0,BE
2021-04-08,2021,2021-04-08 09:57:00-0400,2021-04-08 15:00:00-0400,upper,13752.06208,26.25,39.375,39.375,TP,39.375,TP
2021-04-13,2021,2021-04-13 08:39:00-0400,2021-04-13 15:00:00-0400,upper,13873.479851,33.75,50.625,-50.625,SL,-50.625,SL
2021-04-21,2021,2021-04-20 22:01:00-0400,2021-04-21 15:00:00-0400,lower,13715.223626,23.25,34.875,34.875,TP,34.875,TP
2021-04-27,2021,2021-04-27 01:51:00-0400,2021-04-27 15:00:00-0400,upper,14049.651374,6.0,9.0,9.0,TP,9.0,TP
2021-04-29,2021,2021-04-29 08:44:00-0400,2021-04-29 15:00:00-0400,upper,14051.393957,26.75,40.125,40.125,TP,40.125,TP
2021-04-29,2021,2021-04-29 08:53:00-0400,2021-04-29 15:00:00-0400,upper,14061.127569,26.75,40.125,40.125,TP,40.125,TP
2021-05-04,2021,2021-05-03 20:20:00-0400,2021-05-04 15:00:00-0400,lower,13755.986605,24.75,37.125,-37.125,SL,0.0,BE
2021-05-04,2021,2021-05-03 21:22:00-0400,2021-05-04 15:00:00-0400,lower,13725.041979,27.5,41.25,41.25,TP,41.25,TP
2021-05-04,2021,2021-05-04 07:40:00-0400,2021-05-04 15:00:00-0400,lower,13686.343941,30.75,46.125,-46.125,SL,0.0,BE
2021-05-04,2021,2021-05-04 09:33:00-0400,2021-05-04 15:00:00-0400,lower,13623.324311,38.0,57.0,-57.0,SL,-57.0,SL
2021-05-06,2021,2021-05-06 10:21:00-0400,2021-05-06 15:00:00-0400,lower,13388.968467,84.5,126.75,126.75,TP,126.75,TP
2021-05-07,2021,2021-05-07 08:30:00-0400,2021-05-07 15:00:00-0400,upper,13677.482051,17.0,25.5,-25.5,SL,-25.5,SL
2021-05-10,2021,2021-05-10 10:30:00-0400,2021-05-10 15:00:00-0400,lower,13495.178508,157.0,200.0,-106.4285,cutoff,0.0,BE
2021-05-11,2021,2021-05-10 20:54:00-0400,2021-05-11 15:00:00-0400,lower,13256.142949,16.0,24.0,-24.0,SL,-24.0,SL
2021-05-13,2021,2021-05-13 04:50:00-0400,2021-05-13 15:00:00-0400,lower,12917.823911,115.25,172.875,172.875,TP,172.875,TP
2021-05-19,2021,2021-05-18 20:07:00-0400,2021-05-19 15:00:00-0400,lower,13159.672583,56.5,84.75,-84.75,SL,0.0,BE
2021-05-19,2021,2021-05-19 02:35:00-0400,2021-05-19 15:00:00-0400,lower,13107.50997,21.75,32.625,32.625,TP,32.625,TP
2021-05-19,2021,2021-05-19 04:46:00-0400,2021-05-19 15:00:00-0400,lower,13034.817106,89.0,133.5,133.5,TP,0.0,BE
2021-05-21,2021,2021-05-20 20:09:00-0400,2021-05-21 15:00:00-0400,upper,13529.452417,27.0,40.5,-40.5,SL,-0.0,BE
2021-05-21,2021,2021-05-21 09:28:00-0400,2021-05-21 15:00:00-0400,upper,13556.392994,29.5,44.25,44.25,TP,44.25,TP
2021-05-25,2021,2021-05-25 02:14:00-0400,2021-05-25 15:00:00-0400,upper,13721.45752,30.75,46.125,46.125,TP,-0.0,BE
2021-06-03,2021,2021-06-03 06:58:00-0400,2021-06-03 15:00:00-0400,lower,13572.782154,35.5,53.25,-53.25,SL,-53.25,SL
2021-06-04,2021,2021-06-04 10:01:00-0400,2021-06-04 15:00:00-0400,upper,13718.091853,112.25,168.375,-57.6581,cutoff,-0.0,BE
2021-06-08,2021,2021-06-07 19:24:00-0400,2021-06-08 15:00:00-0400,upper,13833.960226,14.25,21.375,-21.375,SL,-0.0,BE
2021-06-08,2021,2021-06-07 19:24:00-0400,2021-06-08 15:00:00-0400,upper,13833.048159,14.25,21.375,-21.375,SL,-0.0,BE
2021-06-08,2021,2021-06-07 21:01:00-0400,2021-06-08 15:00:00-0400,upper,13847.842846,26.25,39.375,39.375,TP,-0.0,BE
2021-06-08,2021,2021-06-07 21:13:00-0400,2021-06-08 15:00:00-0400,upper,13861.833587,26.25,39.375,39.375,TP,39.375,TP
2021-06-08,2021,2021-06-08 07:42:00-0400,2021-06-08 15:00:00-0400,upper,13867.900638,62.25,93.375,93.375,TP,-0.0,BE
2021-06-08,2021,2021-06-08 07:53:00-0400,2021-06-08 15:00:00-0400,upper,13876.402438,62.25,93.375,93.375,TP,-0.0,BE
2021-06-10,2021,2021-06-10 09:46:00-0400,2021-06-10 15:00:00-0400,upper,13935.085586,109.5,164.25,-17.6644,cutoff,-0.0,BE
2021-06-14,2021,2021-06-14 06:38:00-0400,2021-06-14 15:00:00-0400,upper,14029.227543,10.5,15.75,15.75,TP,-0.0,BE
2021-06-15,2021,2021-06-14 21:15:00-0400,2021-06-15 15:00:00-0400,upper,14152.666149,41.25,61.875,61.875,TP,-0.0,BE
2021-06-18,2021,2021-06-17 21:45:00-0400,2021-06-18 15:00:00-0400,upper,14199.654864,20.75,31.125,31.125,TP,-0.0,BE
2021-06-23,2021,2021-06-22 20:10:00-0400,2021-06-23 15:00:00-0400,upper,14282.77075,9.75,14.625,-14.625,SL,-0.0,BE
2021-07-02,2021,2021-07-02 09:01:00-0400,2021-07-02 15:00:00-0400,upper,14643.198382,56.75,85.125,-46.3016,cutoff,-0.0,BE
2021-07-06,2021,2021-07-06 09:32:00-0400,2021-07-06 15:00:00-0400,upper,14769.97072,18.5,27.75,27.75,TP,27.75,TP
2021-07-07,2021,2021-07-07 03:06:00-0400,2021-07-07 15:00:00-0400,upper,14806.114929,15.75,23.625,-23.625,SL,-23.625,SL
2021-07-08,2021,2021-07-08 03:46:00-0400,2021-07-08 15:00:00-0400,lower,14671.044909,34.5,51.75,-51.75,SL,0.0,BE
2021-07-08,2021,2021-07-08 05:22:00-0400,2021-07-08 15:00:00-0400,lower,14617.108008,62.25,93.375,93.375,TP,0.0,BE
2021-07-08,2021,2021-07-08 06:15:00-0400,2021-07-08 15:00:00-0400,lower,14596.385071,52.0,78.0,78.0,TP,0.0,BE
2021-07-12,2021,2021-07-12 08:20:00-0400,2021-07-12 15:00:00-0400,upper,14868.276518,17.5,26.25,26.25,TP,-0.0,BE
2021-07-12,2021,2021-07-12 09:32:00-0400,2021-07-12 15:00:00-0400,upper,14887.391992,35.5,53.25,53.25,TP,53.25,TP
2021-07-15,2021,2021-07-15 09:38:00-0400,2021-07-15 15:00:00-0400,lower,14814.252863,32.5,48.75,48.75,TP,48.75,TP
2021-07-19,2021,2021-07-18 19:34:00-0400,2021-07-19 15:00:00-0400,lower,14617.459438,31.0,46.5,46.5,TP,0.0,BE
2021-07-19,2021,2021-07-19 07:44:00-0400,2021-07-19 15:00:00-0400,lower,14526.598482,32.75,49.125,-49.125,SL,0.0,BE
2021-07-19,2021,2021-07-19 09:33:00-0400,2021-07-19 15:00:00-0400,lower,14501.27928,51.75,77.625,-14.7793,cutoff,0.0,BE
2021-07-22,2021,2021-07-22 09:42:00-0400,2021-07-22 15:00:00-0400,upper,14882.366829,24.5,36.75,-36.75,SL,-36.75,SL
2021-07-23,2021,2021-07-23 05:39:00-0400,2021-07-23 15:00:00-0400,upper,15012.191094,19.25,28.875,28.875,TP,28.875,TP
2021-07-23,2021,2021-07-23 10:38:00-0400,2021-07-23 15:00:00-0400,upper,15016.540562,59.75,89.625,-89.625,SL,-0.0,BE
2021-07-26,2021,2021-07-25 19:21:00-0400,2021-07-26 15:00:00-0400,upper,15120.247137,18.5,27.75,27.75,TP,27.75,TP
2021-07-27,2021,2021-07-27 10:36:00-0400,2021-07-27 15:00:00-0400,lower,14921.995894,85.5,128.25,-128.25,SL,0.0,BE
2021-07-30,2021,2021-07-29 20:47:00-0400,2021-07-30 15:00:00-0400,lower,14826.229865,61.75,92.625,92.625,TP,0.0,BE
2021-08-12,2021,2021-08-12 09:36:00-0400,2021-08-12 15:00:00-0400,lower,14956.422577,42.5,63.75,63.75,TP,63.75,TP
2021-08-12,2021,2021-08-12 09:45:00-0400,2021-08-12 15:00:00-0400,lower,14950.043816,42.5,63.75,63.75,TP,63.75,TP
2021-08-16,2021,2021-08-16 10:28:00-0400,2021-08-16 15:00:00-0400,lower,14942.374737,90.5,135.75,135.75,TP,135.75,TP
2021-08-19,2021,2021-08-19 02:58:00-0400,2021-08-19 15:00:00-0400,lower,14749.254665,30.75,46.125,46.125,TP,0.0,BE
2021-08-19,2021,2021-08-19 02:58:00-0400,2021-08-19 15:00:00-0400,lower,14740.080071,30.75,46.125,46.125,TP,0.0,BE
2021-08-20,2021,2021-08-20 09:46:00-0400,2021-08-20 15:00:00-0400,upper,15017.266824,59.0,88.5,-48.9832,cutoff,-0.0,BE
2021-08-23,2021,2021-08-23 01:11:00-0400,2021-08-23 15:00:00-0400,upper,15153.221445,6.0,9.0,9.0,TP,9.0,TP
2021-08-23,2021,2021-08-23 09:32:00-0400,2021-08-23 15:00:00-0400,upper,15160.25267,16.75,25.125,-25.125,SL,-25.125,SL
2021-08-24,2021,2021-08-24 02:36:00-0400,2021-08-24 15:00:00-0400,upper,15364.26595,20.0,30.0,30.0,TP,-0.0,BE
2021-08-30,2021,2021-08-30 09:33:00-0400,2021-08-30 15:00:00-0400,upper,15484.65561,14.75,22.125,-22.125,SL,-22.125,SL
2021-08-31,2021,2021-08-31 02:14:00-0400,2021-08-31 15:00:00-0400,upper,15671.691483,26.5,39.75,39.75,TP,39.75,TP
2021-09-08,2021,2021-09-08 10:38:00-0400,2021-09-08 15:00:00-0400,lower,15570.883866,60.0,90.0,34.8661,cutoff,0.0,BE
2021-09-13,2021,2021-09-13 01:07:00-0400,2021-09-13 15:00:00-0400,lower,15415.380775,9.0,13.5,13.5,TP,13.5,TP
2021-09-13,2021,2021-09-13 10:01:00-0400,2021-09-13 15:00:00-0400,lower,15391.201243,129.25,193.875,-31.2012,cutoff,0.0,BE
2021-09-20,2021,2021-09-19 22:16:00-0400,2021-09-20 15:00:00-0400,lower,15272.996543,30.0,45.0,-45.0,SL,-45.0,SL
2021-09-23,2021,2021-09-23 05:08:00-0400,2021-09-23 15:00:00-0400,upper,15299.061195,20.75,31.125,31.125,TP,31.125,TP
2021-09-23,2021,2021-09-23 05:08:00-0400,2021-09-23 15:00:00-0400,upper,15296.048377,20.75,31.125,31.125,TP,31.125,TP
2021-09-23,2021,2021-09-23 10:03:00-0400,2021-09-23 15:00:00-0400,upper,15317.193855,121.5,182.25,-8.5561,cutoff,-0.0,BE
2021-09-27,2021,2021-09-26 21:31:00-0400,2021-09-27 15:00:00-0400,upper,15382.419064,59.0,88.5,88.5,TP,-0.0,BE
2021-09-28,2021,2021-09-28 03:19:00-0400,2021-09-28 15:00:00-0400,lower,15050.330936,127.25,190.875,-190.875,SL,0.0,BE
2021-09-28,2021,2021-09-28 03:47:00-0400,2021-09-28 15:00:00-0400,lower,14996.315256,127.25,190.875,-190.875,SL,0.0,BE
2021-09-28,2021,2021-09-28 05:55:00-0400,2021-09-28 15:00:00-0400,lower,14959.992268,66.75,100.125,-100.125,SL,0.0,BE
2021-09-28,2021,2021-09-28 10:20:00-0400,2021-09-28 15:00:00-0400,lower,14839.076623,122.0,183.0,14.6734,cutoff,0.0,BE
2021-09-28,2021,2021-09-28 10:21:00-0400,2021-09-28 15:00:00-0400,lower,14832.556145,122.0,183.0,21.1939,cutoff,0.0,BE
2021-10-01,2021,2021-09-30 21:08:00-0400,2021-10-01 15:00:00-0400,lower,14625.509578,51.25,76.875,76.875,TP,0.0,BE
2021-10-01,2021,2021-09-30 21:11:00-0400,2021-10-01 15:00:00-0400,lower,14599.44172,51.25,76.875,76.875,TP,0.0,BE
2021-10-07,2021,2021-10-06 20:36:00-0400,2021-10-07 15:00:00-0400,upper,14831.385381,33.75,50.625,-50.625,SL,-0.0,BE
2021-10-07,2021,2021-10-07 09:59:00-0400,2021-10-07 15:00:00-0400,upper,14955.978759,32.25,48.375,37.2288,cutoff,-0.0,BE
2021-10-07,2021,2021-10-07 10:00:00-0400,2021-10-07 15:00:00-0400,upper,14957.968956,96.75,145.125,39.219,cutoff,-0.0,BE
2021-10-11,2021,2021-10-10 19:39:00-0400,2021-10-11 15:00:00-0400,lower,14720.104998,77.75,116.625,116.625,TP,0.0,BE
2021-10-14,2021,2021-10-14 08:30:00-0400,2021-10-14 15:00:00-0400,upper,14938.793157,45.75,68.625,-68.625,SL,-0.0,BE
2021-10-14,2021,2021-10-14 09:52:00-0400,2021-10-14 15:00:00-0400,upper,14953.877863,41.25,61.875,-61.875,SL,-0.0,BE
2021-10-15,2021,2021-10-15 01:58:00-0400,2021-10-15 15:00:00-0400,upper,15107.520002,26.0,39.0,39.0,TP,39.0,TP
2021-10-19,2021,2021-10-19 10:58:00-0400,2021-10-19 15:00:00-0400,upper,15374.507732,55.75,83.625,-0.7423,cutoff,-0.0,BE
2021-10-26,2021,2021-10-25 20:09:00-0400,2021-10-26 15:00:00-0400,upper,15555.5342,18.0,27.0,-27.0,SL,-0.0,BE
2021-10-26,2021,2021-10-25 21:04:00-0400,2021-10-26 15:00:00-0400,upper,15575.717529,35.25,52.875,-52.875,SL,-0.0,BE
2021-10-26,2021,2021-10-25 21:07:00-0400,2021-10-26 15:00:00-0400,upper,15579.372075,35.25,52.875,-52.875,SL,-0.0,BE
2021-11-05,2021,2021-11-05 09:33:00-0400,2021-11-05 15:00:00-0400,upper,16425.401381,67.75,101.625,101.625,TP,-0.0,BE
2021-11-09,2021,2021-11-09 09:58:00-0500,2021-11-09 15:00:00-0500,lower,16240.353578,49.25,73.875,-73.875,SL,0.0,BE
2021-11-10,2021,2021-11-10 09:32:00-0500,2021-11-10 15:00:00-0500,lower,16056.304931,81.0,121.5,121.5,TP,121.5,TP
2021-11-15,2021,2021-11-15 08:20:00-0500,2021-11-15 15:00:00-0500,upper,16273.028589,14.75,22.125,22.125,TP,22.125,TP
2021-11-18,2021,2021-11-18 09:47:00-0500,2021-11-18 15:00:00-0500,upper,16417.71575,20.25,30.375,30.375,TP,30.375,TP
2021-11-19,2021,2021-11-18 20:47:00-0500,2021-11-19 15:00:00-0500,upper,16533.348439,11.75,17.625,-17.625,SL,-17.625,SL
2021-11-22,2021,2021-11-22 10:04:00-0500,2021-11-22 15:00:00-0500,upper,16756.992746,104.0,156.0,156.0,TP,156.0,TP
2021-11-23,2021,2021-11-22 21:23:00-0500,2021-11-23 15:00:00-0500,lower,16358.632254,42.5,63.75,-63.75,SL,0.0,BE
2021-11-23,2021,2021-11-23 10:59:00-0500,2021-11-23 15:00:00-0500,lower,16168.556366,137.0,200.0,78.6936,cutoff,0.0,BE
2021-11-26,2021,2021-11-26 02:06:00-0500,2021-11-26 15:00:00-0500,lower,16226.186692,71.0,106.5,-106.5,SL,0.0,BE
2021-11-30,2021,2021-11-30 10:10:00-0500,2021-11-30 15:00:00-0500,upper,16448.3086,99.25,148.875,148.875,TP,148.875,TP
2021-12-07,2021,2021-12-07 03:25:00-0500,2021-12-07 15:00:00-0500,upper,16066.717554,40.75,61.125,-61.125,SL,-61.125,SL
2021-12-08,2021,2021-12-08 06:46:00-0500,2021-12-08 15:00:00-0500,upper,16420.025367,32.0,48.0,48.0,TP,48.0,TP
2021-12-14,2021,2021-12-14 04:40:00-0500,2021-12-14 15:00:00-0500,lower,16047.800469,26.75,40.125,-40.125,SL,-40.125,SL
2021-12-16,2021,2021-12-16 06:28:00-0500,2021-12-16 15:00:00-0500,upper,16444.100565,38.5,57.75,57.75,TP,57.75,TP
2021-12-17,2021,2021-12-17 09:42:00-0500,2021-12-17 15:00:00-0500,lower,15660.176716,62.0,93.0,93.0,TP,93.0,TP
2021-12-17,2021,2021-12-17 10:22:00-0500,2021-12-17 15:00:00-0500,lower,15654.603758,186.0,200.0,200.0,TP,200.0,TP
2021-12-20,2021,2021-12-20 04:06:00-0500,2021-12-20 15:00:00-0500,lower,15509.44014,88.75,133.125,133.125,TP,133.125,TP
2021-12-21,2021,2021-12-21 01:50:00-0500,2021-12-21 15:00:00-0500,upper,15823.338075,21.0,31.5,31.5,TP,31.5,TP
2021-12-22,2021,2021-12-22 09:45:00-0500,2021-12-22 15:00:00-0500,upper,16014.147528,51.75,77.625,-77.625,SL,-0.0,BE
2021-12-22,2021,2021-12-22 09:47:00-0500,2021-12-22 15:00:00-0500,upper,16029.767772,51.75,77.625,77.625,TP,77.625,TP
2021-12-23,2021,2021-12-23 05:52:00-0500,2021-12-23 15:00:00-0500,upper,16200.362243,16.0,24.0,24.0,TP,-0.0,BE
2021-12-27,2021,2021-12-27 09:32:00-0500,2021-12-27 15:00:00-0500,upper,16403.390859,24.25,36.375,-36.375,SL,-36.375,SL
2021-12-28,2021,2021-12-28 03:28:00-0500,2021-12-28 15:00:00-0500,upper,16592.642008,22.0,33.0,-33.0,SL,-33.0,SL
2021-12-31,2021,2021-12-30 19:28:00-0500,2021-12-31 15:00:00-0500,lower,16361.78317,15.5,23.25,23.25,TP,23.25,TP
2022-01-04,2022,2022-01-04 10:44:00-0500,2022-01-04 15:00:00-0500,lower,16280.964756,83.5,125.25,-125.25,SL,0.0,BE
2022-01-04,2022,2022-01-04 10:55:00-0500,2022-01-04 15:00:00-0500,lower,16242.267817,83.5,125.25,-12.2678,cutoff,0.0,BE
2022-01-04,2022,2022-01-04 10:56:00-0500,2022-01-04 15:00:00-0500,lower,16236.850141,83.5,125.25,-6.8501,cutoff,0.0,BE
2022-01-05,2022,2022-01-05 09:32:00-0500,2022-01-05 15:00:00-0500,lower,16139.413118,46.5,69.75,69.75,TP,69.75,TP
2022-01-05,2022,2022-01-05 09:34:00-0500,2022-01-05 15:00:00-0500,lower,16120.130756,46.5,69.75,69.75,TP,69.75,TP
2022-01-10,2022,2022-01-10 07:31:00-0500,2022-01-10 15:00:00-0500,lower,15446.477472,54.0,81.0,-81.0,SL,-81.0,SL
2022-01-11,2022,2022-01-11 04:16:00-0500,2022-01-11 15:00:00-0500,upper,15645.538296,61.0,91.5,91.5,TP,-0.0,BE
2022-01-18,2022,2022-01-18 03:10:00-0500,2022-01-18 15:00:00-0500,lower,15397.302537,34.75,52.125,-52.125,SL,-52.125,SL
2022-01-19,2022,2022-01-18 21:47:00-0500,2022-01-19 15:00:00-0500,lower,15125.98047,64.5,96.75,96.75,TP,0.0,BE
2022-01-19,2022,2022-01-18 21:53:00-0500,2022-01-19 15:00:00-0500,lower,15088.584111,64.5,96.75,96.75,TP,0.0,BE
2022-01-24,2022,2022-01-24 05:26:00-0500,2022-01-24 15:00:00-0500,lower,14333.793797,86.75,130.125,-130.125,SL,0.0,BE
